"STATE","YEAR","EVTYPE","COUNT","FATALITIES","INJURIES","PROPERTY.VALUE","CROP.VALUE"
"idaho",1996,"FLOOD",5,0,1,0,0
"illinois",1996,"FLOOD",21,0,0,0,70000
"indiana",1996,"FLOOD",50,0,0,0,50000
"iowa",1996,"FLOOD",14,0,0,0,64825000
"kansas",1996,"FLOOD",47,0,0,0,7e+05
"kentucky",1996,"FLOOD",35,0,0,0,50000
"louisiana",1996,"FLOOD",7,0,0,0,0
"maine",1996,"FLOOD",16,1,1,0,0
"maryland",1996,"FLOOD",2,0,2,0,0
"massachusetts",1996,"FLOOD",20,0,0,0,0
"michigan",1996,"FLOOD",45,0,0,0,1e+06
"minnesota",1996,"FLOOD",1,0,0,0,0
"missouri",1996,"FLOOD",165,0,0,0,0
"montana",1996,"FLOOD",23,3,0,0,0
"nebraska",1996,"FLOOD",8,0,0,0,10100000
"nevada",1996,"FLOOD",1,0,0,1e+05,0
"new hampshire",1996,"FLOOD",18,0,0,0,0
"new jersey",1996,"FLOOD",35,1,1,0,0
"new york",1996,"FLOOD",105,3,0,0,0
"north carolina",1996,"FLOOD",14,0,0,0,24100000
"north dakota",1996,"FLOOD",3,0,0,0,0
"ohio",1996,"FLOOD",52,0,0,0,0
"oregon",1996,"FLOOD",9,12,6,0,4e+05
"pennsylvania",1996,"FLOOD",29,4,3,0,0
"rhode island",1996,"FLOOD",3,0,0,0,0
"south carolina",1996,"FLOOD",7,0,0,0,0
"south dakota",1996,"FLOOD",2,0,0,0,0
"tennessee",1996,"FLOOD",1,0,0,20000,2e+05
"texas",1996,"FLOOD",14,1,1,0,41220000
"vermont",1996,"FLOOD",21,2,1,0,0
"virginia",1996,"FLOOD",23,4,0,0,5541000
"washington",1996,"FLOOD",3,0,0,0,0
"west virginia",1996,"FLOOD",17,0,0,0,150000
"wisconsin",1996,"FLOOD",32,0,0,0,174400000
"wyoming",1996,"FLOOD",3,0,0,0,0
"alabama",1997,"FLOOD",4,0,0,0,50000
"arizona",1997,"FLOOD",1,0,0,0,0
"arkansas",1997,"FLOOD",2,0,0,0,0
"california",1997,"FLOOD",16,2,2,0,70700000
"colorado",1997,"FLOOD",10,0,0,0,0
"connecticut",1997,"FLOOD",2,0,0,0,0
"delaware",1997,"FLOOD",1,0,0,0,0
"florida",1997,"FLOOD",39,2,1,0,500500
"georgia",1997,"FLOOD",7,0,0,0,0
"idaho",1997,"FLOOD",6,0,0,0,0
"illinois",1997,"FLOOD",32,1,0,0,0
"indiana",1997,"FLOOD",36,0,0,0,1000
"iowa",1997,"FLOOD",41,0,0,0,1e+05
"kansas",1997,"FLOOD",14,0,0,0,0
"kentucky",1997,"FLOOD",51,9,0,0,0
"louisiana",1997,"FLOOD",13,0,0,0,0
"maine",1997,"FLOOD",7,0,0,0,0
"maryland",1997,"FLOOD",4,0,0,0,0
"michigan",1997,"FLOOD",41,0,0,0,0
"minnesota",1997,"FLOOD",36,0,0,0,0
"mississippi",1997,"FLOOD",10,0,0,0,0
"missouri",1997,"FLOOD",21,1,0,0,0
"montana",1997,"FLOOD",22,0,0,0,0
"nebraska",1997,"FLOOD",16,0,0,0,1300000
"nevada",1997,"FLOOD",2,2,50,0,0
"new hampshire",1997,"FLOOD",9,0,0,0,0
"new jersey",1997,"FLOOD",16,0,3,0,0
"new mexico",1997,"FLOOD",3,0,0,0,0
"new york",1997,"FLOOD",2,0,0,0,0
"north carolina",1997,"FLOOD",12,0,0,0,0
"north dakota",1997,"FLOOD",15,2,2,3404040000,4e+06
"ohio",1997,"FLOOD",201,1,5,0,975000
"oklahoma",1997,"FLOOD",2,2,1,0,0
"oregon",1997,"FLOOD",17,0,0,0,13400000
"pennsylvania",1997,"FLOOD",17,0,0,0,0
"south carolina",1997,"FLOOD",12,0,0,0,0
"south dakota",1997,"FLOOD",32,0,0,0,0
"tennessee",1997,"FLOOD",29,3,0,0,150000
"texas",1997,"FLOOD",70,10,222,0,8450000
"utah",1997,"FLOOD",3,0,0,132000,50000
"virginia",1997,"FLOOD",14,0,0,0,0
"washington",1997,"FLOOD",16,1,0,0,0
"west virginia",1997,"FLOOD",13,3,0,0,0
"wisconsin",1997,"FLOOD",12,0,0,0,25000
"wyoming",1997,"FLOOD",1,0,0,30000,5000
"alabama",1998,"FLOOD",23,0,0,0,0
"arkansas",1998,"FLOOD",2,0,0,0,0
"california",1998,"FLOOD",62,15,8,0,143520000
"colorado",1998,"FLOOD",5,0,0,0,0
"connecticut",1998,"FLOOD",25,0,0,0,0
"delaware",1998,"FLOOD",4,0,0,0,0
"district of columbia",1998,"FLOOD",1,0,0,0,0
"florida",1998,"FLOOD",51,0,0,0,0
"georgia",1998,"FLOOD",47,1,1,0,0
"idaho",1998,"FLOOD",13,0,0,0,0
"illinois",1998,"FLOOD",25,0,0,0,0
"indiana",1998,"FLOOD",74,2,1,0,3900000
"iowa",1998,"FLOOD",23,0,0,0,40410000
"kansas",1998,"FLOOD",24,1,2,0,2781000
"kentucky",1998,"FLOOD",32,0,0,0,30000
"louisiana",1998,"FLOOD",33,1,1,0,0
"maine",1998,"FLOOD",28,1,0,0,0
"maryland",1998,"FLOOD",17,0,0,0,0
"massachusetts",1998,"FLOOD",48,0,0,0,0
"michigan",1998,"FLOOD",27,0,0,0,0
"minnesota",1998,"FLOOD",2,0,0,0,0
"mississippi",1998,"FLOOD",6,0,0,0,0
"missouri",1998,"FLOOD",85,0,0,0,6210000
"montana",1998,"FLOOD",3,0,0,0,0
"nebraska",1998,"FLOOD",8,0,0,0,0
"new hampshire",1998,"FLOOD",23,1,1,0,0
"new jersey",1998,"FLOOD",15,0,0,0,0
"new mexico",1998,"FLOOD",1,0,0,40000,0
"new york",1998,"FLOOD",68,2,0,0,1e+05
"north carolina",1998,"FLOOD",56,0,1,0,0
"north dakota",1998,"FLOOD",10,0,0,0,0
"ohio",1998,"FLOOD",246,2,0,0,56975000
"oklahoma",1998,"FLOOD",50,1,1,0,0
"oregon",1998,"FLOOD",21,2,1,0,0
"pennsylvania",1998,"FLOOD",24,0,0,0,0
"rhode island",1998,"FLOOD",17,0,0,0,0
"south carolina",1998,"FLOOD",27,0,0,0,0
"south dakota",1998,"FLOOD",10,0,0,0,0
"tennessee",1998,"FLOOD",11,8,0,0,114000
"texas",1998,"FLOOD",67,23,6110,0,9300000
"utah",1998,"FLOOD",4,0,0,277000,31500
"vermont",1998,"FLOOD",42,0,3,0,0
"virginia",1998,"FLOOD",88,0,0,0,0
"washington",1998,"FLOOD",21,0,0,0,0
"west virginia",1998,"FLOOD",14,0,0,0,0
"wisconsin",1998,"FLOOD",7,0,0,0,50000
"wyoming",1998,"FLOOD",1,0,0,0,0
"arkansas",1999,"FLOOD",13,0,0,0,0
"california",1999,"FLOOD",4,0,0,0,0
"colorado",1999,"FLOOD",8,0,0,0,3600000
"connecticut",1999,"FLOOD",25,1,0,0,0
"delaware",1999,"FLOOD",3,0,1,0,0
"florida",1999,"FLOOD",11,0,0,0,0
"georgia",1999,"FLOOD",4,0,0,0,0
"idaho",1999,"FLOOD",7,0,0,0,0
"illinois",1999,"FLOOD",22,0,0,0,0
"indiana",1999,"FLOOD",54,4,0,0,0
"iowa",1999,"FLOOD",29,0,0,0,7650000
"kansas",1999,"FLOOD",34,0,0,0,10000
"kentucky",1999,"FLOOD",6,0,0,0,0
"louisiana",1999,"FLOOD",29,0,0,3580000,0
"maine",1999,"FLOOD",10,0,0,0,0
"massachusetts",1999,"FLOOD",6,0,0,0,0
"michigan",1999,"FLOOD",3,0,0,0,0
"minnesota",1999,"FLOOD",4,0,0,0,0
"mississippi",1999,"FLOOD",18,1,0,1500000,0
"missouri",1999,"FLOOD",51,1,3,0,3250000
"montana",1999,"FLOOD",7,0,0,0,0
"nebraska",1999,"FLOOD",48,0,0,0,0
"new hampshire",1999,"FLOOD",5,0,0,0,0
"new jersey",1999,"FLOOD",27,3,2,0,0
"new mexico",1999,"FLOOD",8,0,0,0,0
"new york",1999,"FLOOD",44,1,0,0,0
"north carolina",1999,"FLOOD",25,2,1,0,48700000
"north dakota",1999,"FLOOD",7,0,0,0,0
"ohio",1999,"FLOOD",57,2,1,0,0
"oklahoma",1999,"FLOOD",65,0,0,0,0
"oregon",1999,"FLOOD",13,0,0,0,0
"pennsylvania",1999,"FLOOD",32,0,0,0,0
"rhode island",1999,"FLOOD",2,0,0,0,0
"south carolina",1999,"FLOOD",30,0,0,0,0
"south dakota",1999,"FLOOD",19,0,0,0,0
"tennessee",1999,"FLOOD",51,0,0,0,0
"texas",1999,"FLOOD",22,0,1,0,0
"vermont",1999,"FLOOD",10,0,0,832000,0
"virginia",1999,"FLOOD",53,1,0,0,3700000
"washington",1999,"FLOOD",10,0,0,0,0
"west virginia",1999,"FLOOD",3,0,0,0,0
"wisconsin",1999,"FLOOD",3,0,0,0,0
"wyoming",1999,"FLOOD",3,0,0,0,0
"alabama",2000,"FLOOD",1,0,0,0,0
"arizona",2000,"FLOOD",8,0,0,0,0
"arkansas",2000,"FLOOD",3,0,0,0,0
"california",2000,"FLOOD",26,0,0,0,0
"colorado",2000,"FLOOD",1,0,0,20000,0
"connecticut",2000,"FLOOD",16,0,0,0,0
"delaware",2000,"FLOOD",5,0,0,0,0
"florida",2000,"FLOOD",43,0,0,0,5.13e+08
"georgia",2000,"FLOOD",13,0,0,0,0
"idaho",2000,"FLOOD",2,0,0,55000,0
"illinois",2000,"FLOOD",14,0,0,0,0
"indiana",2000,"FLOOD",59,0,0,0,1e+05
"iowa",2000,"FLOOD",17,0,0,0,2705000
"kansas",2000,"FLOOD",7,0,0,0,0
"kentucky",2000,"FLOOD",44,0,0,0,0
"maine",2000,"FLOOD",24,0,0,0,0
"maryland",2000,"FLOOD",9,0,0,0,0
"massachusetts",2000,"FLOOD",12,0,0,0,0
"michigan",2000,"FLOOD",38,0,0,0,9e+05
"minnesota",2000,"FLOOD",9,0,0,0,30920000
"mississippi",2000,"FLOOD",1,0,0,1000,0
"missouri",2000,"FLOOD",11,0,0,0,0
"nebraska",2000,"FLOOD",7,0,0,0,7500000
"new hampshire",2000,"FLOOD",10,0,0,0,0
"new jersey",2000,"FLOOD",23,0,0,0,0
"new mexico",2000,"FLOOD",10,0,0,0,0
"new york",2000,"FLOOD",56,0,0,0,0
"north carolina",2000,"FLOOD",11,0,0,0,0
"north dakota",2000,"FLOOD",8,0,0,0,5.3e+07
"ohio",2000,"FLOOD",156,3,2,0,0
"oklahoma",2000,"FLOOD",18,0,0,0,0
"oregon",2000,"FLOOD",6,0,0,0,0
"pennsylvania",2000,"FLOOD",72,0,3,0,0
"rhode island",2000,"FLOOD",2,0,0,0,0
"south carolina",2000,"FLOOD",9,1,0,0,0
"south dakota",2000,"FLOOD",2,0,0,0,0
"tennessee",2000,"FLOOD",16,0,0,0,0
"texas",2000,"FLOOD",52,2,1,0,0
"utah",2000,"FLOOD",6,0,0,580000,32000
"vermont",2000,"FLOOD",29,0,0,0,0
"virginia",2000,"FLOOD",1,0,0,3000,0
"washington",2000,"FLOOD",2,0,0,0,0
"west virginia",2000,"FLOOD",21,0,0,0,0
"wisconsin",2000,"FLOOD",15,0,0,0,2470000
"wyoming",2000,"FLOOD",4,0,0,0,0
"alabama",2001,"FLOOD",4,0,0,20000,0
"arizona",2001,"FLOOD",1,0,0,0,0
"arkansas",2001,"FLOOD",4,0,0,0,0
"california",2001,"FLOOD",8,0,0,0,0
"colorado",2001,"FLOOD",1,0,0,0,0
"connecticut",2001,"FLOOD",18,0,0,0,0
"delaware",2001,"FLOOD",5,0,0,0,0
"florida",2001,"FLOOD",21,1,0,0,0
"georgia",2001,"FLOOD",12,0,0,0,0
"illinois",2001,"FLOOD",29,1,0,0,0
"indiana",2001,"FLOOD",63,2,0,0,0
"iowa",2001,"FLOOD",24,0,0,0,1650000
"kansas",2001,"FLOOD",14,0,0,0,250000
"kentucky",2001,"FLOOD",31,0,2,0,0
"louisiana",2001,"FLOOD",31,0,0,0,0
"maine",2001,"FLOOD",6,0,0,0,0
"maryland",2001,"FLOOD",5,0,0,0,0
"massachusetts",2001,"FLOOD",12,0,0,0,0
"michigan",2001,"FLOOD",68,3,0,0,5e+05
"minnesota",2001,"FLOOD",40,3,1,0,0
"mississippi",2001,"FLOOD",6,1,0,984000,0
"missouri",2001,"FLOOD",48,0,0,0,0
"nebraska",2001,"FLOOD",12,0,0,0,0
"new hampshire",2001,"FLOOD",7,0,0,0,0
"new jersey",2001,"FLOOD",18,0,0,0,0
"new mexico",2001,"FLOOD",1,0,0,10000,0
"new york",2001,"FLOOD",25,0,1,0,0
"north carolina",2001,"FLOOD",11,0,0,0,0
"north dakota",2001,"FLOOD",18,0,3,0,0
"ohio",2001,"FLOOD",107,0,1,0,0
"oklahoma",2001,"FLOOD",25,0,0,0,0
"pennsylvania",2001,"FLOOD",28,1,0,0,0
"rhode island",2001,"FLOOD",5,0,0,0,0
"south carolina",2001,"FLOOD",6,0,0,0,0
"south dakota",2001,"FLOOD",14,0,0,0,0
"tennessee",2001,"FLOOD",50,1,0,0,0
"texas",2001,"FLOOD",124,0,0,0,0
"vermont",2001,"FLOOD",10,0,0,77000,0
"virginia",2001,"FLOOD",2,0,0,0,0
"washington",2001,"FLOOD",2,0,0,190000,0
"west virginia",2001,"FLOOD",14,0,0,0,0
"wisconsin",2001,"FLOOD",8,0,0,0,0
"alabama",2002,"FLOOD",3,0,0,0,0
"arkansas",2002,"FLOOD",10,0,0,0,55000
"california",2002,"FLOOD",9,0,0,0,0
"colorado",2002,"FLOOD",1,0,0,0,0
"connecticut",2002,"FLOOD",1,0,0,0,0
"delaware",2002,"FLOOD",3,0,0,0,0
"florida",2002,"FLOOD",10,0,0,0,0
"georgia",2002,"FLOOD",12,0,0,0,50000
"idaho",2002,"FLOOD",8,0,0,0,0
"illinois",2002,"FLOOD",44,1,1,0,0
"indiana",2002,"FLOOD",72,0,0,0,0
"iowa",2002,"FLOOD",9,0,0,0,160000
"kansas",2002,"FLOOD",4,0,0,0,650000
"kentucky",2002,"FLOOD",71,1,0,0,510000
"louisiana",2002,"FLOOD",1,0,0,20000,0
"maine",2002,"FLOOD",1,0,0,0,0
"maryland",2002,"FLOOD",2,0,0,0,0
"michigan",2002,"FLOOD",7,0,0,0,15000
"minnesota",2002,"FLOOD",22,0,2,0,3.6e+07
"mississippi",2002,"FLOOD",1,0,0,10000,0
"missouri",2002,"FLOOD",52,2,0,0,205000
"montana",2002,"FLOOD",11,0,0,0,0
"nebraska",2002,"FLOOD",2,0,0,0,0
"new hampshire",2002,"FLOOD",3,0,0,0,0
"new jersey",2002,"FLOOD",8,0,0,0,0
"new mexico",2002,"FLOOD",2,0,0,0,0
"new york",2002,"FLOOD",18,0,0,0,15000
"north carolina",2002,"FLOOD",7,0,0,0,0
"north dakota",2002,"FLOOD",16,0,0,0,0
"ohio",2002,"FLOOD",55,1,0,0,0
"oklahoma",2002,"FLOOD",26,0,0,0,0
"oregon",2002,"FLOOD",7,0,0,0,0
"pennsylvania",2002,"FLOOD",53,0,0,0,0
"south carolina",2002,"FLOOD",29,0,0,0,0
"south dakota",2002,"FLOOD",2,0,0,0,0
"tennessee",2002,"FLOOD",23,0,0,0,0
"texas",2002,"FLOOD",77,2,0,0,20000
"vermont",2002,"FLOOD",11,0,0,310000,0
"virginia",2002,"FLOOD",3,0,0,1265000,0
"washington",2002,"FLOOD",4,0,0,0,0
"west virginia",2002,"FLOOD",18,0,1,0,0
"wisconsin",2002,"FLOOD",22,0,0,0,35099500
"wyoming",2002,"FLOOD",3,0,0,0,0
"alabama",2003,"FLOOD",33,0,0,0,550000
"arizona",2003,"FLOOD",5,0,0,0,0
"california",2003,"FLOOD",6,0,0,0,0
"colorado",2003,"FLOOD",5,0,0,0,0
"connecticut",2003,"FLOOD",9,0,0,0,0
"delaware",2003,"FLOOD",13,0,0,0,0
"district of columbia",2003,"FLOOD",5,0,0,0,0
"florida",2003,"FLOOD",29,0,0,0,0
"georgia",2003,"FLOOD",11,0,0,0,0
"idaho",2003,"FLOOD",4,0,0,0,0
"illinois",2003,"FLOOD",22,0,0,0,0
"indiana",2003,"FLOOD",88,2,0,0,9.9e+07
"iowa",2003,"FLOOD",8,0,0,8780000,7e+05
"kansas",2003,"FLOOD",4,0,0,0,1020000
"kentucky",2003,"FLOOD",54,0,0,0,0
"louisiana",2003,"FLOOD",3,0,0,3325000,0
"maine",2003,"FLOOD",5,0,0,0,0
"maryland",2003,"FLOOD",18,0,0,0,0
"massachusetts",2003,"FLOOD",1,0,0,0,0
"michigan",2003,"FLOOD",2,0,0,1.6e+07,0
"minnesota",2003,"FLOOD",2,0,0,0,2e+06
"mississippi",2003,"FLOOD",1,0,0,1e+06,0
"missouri",2003,"FLOOD",10,0,0,0,0
"montana",2003,"FLOOD",10,0,0,0,0
"nebraska",2003,"FLOOD",7,0,0,0,5500000
"nevada",2003,"FLOOD",1,0,0,0,0
"new hampshire",2003,"FLOOD",7,0,0,0,0
"new jersey",2003,"FLOOD",45,0,0,0,0
"new york",2003,"FLOOD",36,2,1,0,0
"north carolina",2003,"FLOOD",70,0,0,0,0
"north dakota",2003,"FLOOD",2,0,0,0,0
"ohio",2003,"FLOOD",77,0,0,0,0
"oklahoma",2003,"FLOOD",7,0,0,0,10000
"oregon",2003,"FLOOD",11,0,0,0,0
"pennsylvania",2003,"FLOOD",117,1,1,0,0
"south carolina",2003,"FLOOD",33,0,1,0,0
"tennessee",2003,"FLOOD",5,2,0,0,0
"texas",2003,"FLOOD",22,0,0,0,0
"vermont",2003,"FLOOD",18,0,0,0,0
"virginia",2003,"FLOOD",54,4,2,0,10000
"washington",2003,"FLOOD",20,0,0,0,0
"west virginia",2003,"FLOOD",31,5,0,0,0
"wisconsin",2003,"FLOOD",4,0,0,0,0
"alabama",2004,"FLOOD",3,0,0,0,0
"arizona",2004,"FLOOD",4,0,0,0,0
"arkansas",2004,"FLOOD",5,0,0,0,0
"california",2004,"FLOOD",4,0,0,3515000,0
"colorado",2004,"FLOOD",1,0,0,0,0
"connecticut",2004,"FLOOD",2,0,0,0,0
"delaware",2004,"FLOOD",6,0,0,0,0
"florida",2004,"FLOOD",19,0,0,0,0
"georgia",2004,"FLOOD",19,0,0,0,20000
"idaho",2004,"FLOOD",1,0,0,0,0
"illinois",2004,"FLOOD",33,0,0,0,16000
"indiana",2004,"FLOOD",62,3,1,0,750000
"iowa",2004,"FLOOD",25,0,0,0,18405000
"kansas",2004,"FLOOD",34,0,0,0,0
"kentucky",2004,"FLOOD",117,3,0,0,5850000
"louisiana",2004,"FLOOD",4,0,0,0,0
"maine",2004,"FLOOD",9,0,0,0,0
"maryland",2004,"FLOOD",10,0,0,0,0
"massachusetts",2004,"FLOOD",4,0,0,0,0
"michigan",2004,"FLOOD",34,0,0,0,4600000
"minnesota",2004,"FLOOD",23,1,0,0,21665000
"mississippi",2004,"FLOOD",1,0,0,3e+05,0
"missouri",2004,"FLOOD",93,0,0,0,5000
"montana",2004,"FLOOD",9,0,0,0,0
"nebraska",2004,"FLOOD",14,0,0,0,0
"nevada",2004,"FLOOD",1,0,0,0,0
"new hampshire",2004,"FLOOD",3,0,0,0,0
"new jersey",2004,"FLOOD",24,0,0,0,0
"new mexico",2004,"FLOOD",1,0,0,0,0
"new york",2004,"FLOOD",61,1,0,0,0
"north carolina",2004,"FLOOD",41,5,0,0,32801900
"north dakota",2004,"FLOOD",40,0,0,0,0
"ohio",2004,"FLOOD",99,2,0,0,890000
"oklahoma",2004,"FLOOD",45,0,3,0,250000
"oregon",2004,"FLOOD",5,0,0,0,0
"pennsylvania",2004,"FLOOD",208,4,93,0,0
"rhode island",2004,"FLOOD",1,0,0,0,0
"south carolina",2004,"FLOOD",15,0,0,0,5e+06
"south dakota",2004,"FLOOD",3,0,0,0,0
"tennessee",2004,"FLOOD",5,1,0,0,0
"texas",2004,"FLOOD",76,0,0,0,1e+05
"vermont",2004,"FLOOD",14,0,0,0,0
"virginia",2004,"FLOOD",17,0,0,0,0
"washington",2004,"FLOOD",4,0,0,0,0
"west virginia",2004,"FLOOD",50,2,0,0,0
"wisconsin",2004,"FLOOD",29,0,0,0,238807000
"alabama",2005,"FLOOD",7,0,0,0,0
"arizona",2005,"FLOOD",4,0,0,0,0
"arkansas",2005,"FLOOD",2,0,0,0,0
"california",2005,"FLOOD",43,2,4,0,43800000
"colorado",2005,"FLOOD",10,0,0,0,0
"connecticut",2005,"FLOOD",22,2,0,0,0
"delaware",2005,"FLOOD",4,0,0,0,0
"district of columbia",2005,"FLOOD",3,0,0,0,0
"florida",2005,"FLOOD",20,0,0,0,0
"georgia",2005,"FLOOD",30,0,0,0,0
"idaho",2005,"FLOOD",1,0,0,35000,25000
"illinois",2005,"FLOOD",22,0,0,0,0
"indiana",2005,"FLOOD",41,1,0,0,0
"iowa",2005,"FLOOD",13,1,0,0,2235000
"kansas",2005,"FLOOD",49,0,0,0,3e+05
"kentucky",2005,"FLOOD",45,1,0,0,15000
"maine",2005,"FLOOD",32,0,0,0,0
"maryland",2005,"FLOOD",8,0,2,0,0
"massachusetts",2005,"FLOOD",11,0,0,0,0
"michigan",2005,"FLOOD",16,0,0,0,0
"minnesota",2005,"FLOOD",21,0,0,0,0
"mississippi",2005,"FLOOD",1,0,0,325000,0
"missouri",2005,"FLOOD",145,1,0,0,0
"montana",2005,"FLOOD",8,0,0,0,0
"nebraska",2005,"FLOOD",4,0,0,0,0
"nevada",2005,"FLOOD",11,0,0,0,0
"new hampshire",2005,"FLOOD",11,2,0,0,2e+05
"new jersey",2005,"FLOOD",41,0,0,0,0
"new mexico",2005,"FLOOD",3,1,0,630000,0
"new york",2005,"FLOOD",152,0,3,0,0
"north carolina",2005,"FLOOD",25,0,0,0,0
"north dakota",2005,"FLOOD",32,0,0,0,0
"ohio",2005,"FLOOD",63,1,0,0,0
"oklahoma",2005,"FLOOD",28,0,0,0,0
"oregon",2005,"FLOOD",37,0,0,0,0
"pennsylvania",2005,"FLOOD",151,0,0,0,0
"rhode island",2005,"FLOOD",2,0,0,1670000,0
"south carolina",2005,"FLOOD",9,0,0,0,0
"south dakota",2005,"FLOOD",14,0,0,0,22320000
"texas",2005,"FLOOD",13,2,0,0,0
"utah",2005,"FLOOD",12,1,6,0,0
"vermont",2005,"FLOOD",21,0,0,0,0
"virginia",2005,"FLOOD",17,0,0,0,0
"washington",2005,"FLOOD",4,0,0,0,0
"west virginia",2005,"FLOOD",19,0,0,11780000,0
"wisconsin",2005,"FLOOD",7,0,1,0,0
"wyoming",2005,"FLOOD",4,0,0,0,0
"alabama",2006,"FLOOD",1,0,0,0,0
"arizona",2006,"FLOOD",4,0,0,3950000,0
"arkansas",2006,"FLOOD",3,0,1,277000,0
"california",2006,"FLOOD",42,3,3,0,42300000
"colorado",2006,"FLOOD",3,0,0,15000,0
"connecticut",2006,"FLOOD",17,1,0,0,0
"delaware",2006,"FLOOD",6,0,0,0,0
"district of columbia",2006,"FLOOD",1,0,0,0,0
"florida",2006,"FLOOD",4,0,0,0,0
"georgia",2006,"FLOOD",14,0,0,0,0
"idaho",2006,"FLOOD",8,0,0,0,0
"illinois",2006,"FLOOD",48,0,0,0,0
"indiana",2006,"FLOOD",114,2,0,0,0
"iowa",2006,"FLOOD",33,0,0,0,15000
"kansas",2006,"FLOOD",19,0,0,0,250000
"kentucky",2006,"FLOOD",42,0,0,0,0
"louisiana",2006,"FLOOD",11,0,0,619373000,0
"maine",2006,"FLOOD",67,0,0,0,0
"maryland",2006,"FLOOD",14,0,0,0,0
"massachusetts",2006,"FLOOD",35,2,0,0,0
"michigan",2006,"FLOOD",11,0,0,0,0
"minnesota",2006,"FLOOD",31,0,0,0,0
"mississippi",2006,"FLOOD",1,0,0,3e+05,0
"missouri",2006,"FLOOD",19,0,0,0,1.7e+07
"montana",2006,"FLOOD",8,0,0,0,0
"nebraska",2006,"FLOOD",6,0,0,0,1600000
"nevada",2006,"FLOOD",10,0,0,2890000,0
"new hampshire",2006,"FLOOD",37,0,0,0,0
"new jersey",2006,"FLOOD",40,1,0,0,0
"new mexico",2006,"FLOOD",9,0,0,0,0
"new york",2006,"FLOOD",135,0,0,0,1e+06
"north carolina",2006,"FLOOD",7,0,0,0,0
"north dakota",2006,"FLOOD",41,2,0,0,0
"ohio",2006,"FLOOD",39,2,0,0,3e+07
"oklahoma",2006,"FLOOD",9,0,0,0,0
"oregon",2006,"FLOOD",57,0,0,0,0
"pennsylvania",2006,"FLOOD",77,3,0,0,3e+06
"rhode island",2006,"FLOOD",9,0,0,0,0
"south carolina",2006,"FLOOD",1,0,0,0,0
"south dakota",2006,"FLOOD",8,0,0,0,0
"texas",2006,"FLOOD",39,0,0,0,0
"utah",2006,"FLOOD",3,0,0,560000,0
"vermont",2006,"FLOOD",23,0,0,0,0
"virginia",2006,"FLOOD",45,1,1,0,0
"washington",2006,"FLOOD",32,2,0,0,0
"west virginia",2006,"FLOOD",5,0,0,48000,0
"wisconsin",2006,"FLOOD",1,0,0,0,0
"arizona",2007,"FLOOD",14,0,0,0,0
"arkansas",2007,"FLOOD",2,0,0,0,0
"california",2007,"FLOOD",6,0,0,695000,0
"colorado",2007,"FLOOD",5,0,0,75000,0
"connecticut",2007,"FLOOD",5,0,0,8e+05,0
"delaware",2007,"FLOOD",5,0,0,0,0
"district of columbia",2007,"FLOOD",1,0,0,0,0
"florida",2007,"FLOOD",10,0,0,2000,0
"georgia",2007,"FLOOD",2,0,0,3e+05,0
"idaho",2007,"FLOOD",2,0,0,0,0
"illinois",2007,"FLOOD",100,0,0,11825000,5e+05
"indiana",2007,"FLOOD",162,3,0,5721500,0
"iowa",2007,"FLOOD",174,0,0,17411000,1482000
"kansas",2007,"FLOOD",141,0,0,59149000,2962000
"kentucky",2007,"FLOOD",55,0,4,61000,0
"louisiana",2007,"FLOOD",6,0,0,0,0
"maine",2007,"FLOOD",57,2,0,45138000,0
"maryland",2007,"FLOOD",17,0,0,11000,0
"massachusetts",2007,"FLOOD",16,0,0,2453000,0
"michigan",2007,"FLOOD",5,0,0,481000,0
"minnesota",2007,"FLOOD",29,0,0,16970000,2270000
"mississippi",2007,"FLOOD",1,0,0,0,0
"missouri",2007,"FLOOD",159,1,0,6398000,506351000
"montana",2007,"FLOOD",8,0,0,0,0
"nebraska",2007,"FLOOD",68,0,0,1472000,325000
"new hampshire",2007,"FLOOD",17,0,0,8900000,0
"new jersey",2007,"FLOOD",50,3,0,129500000,0
"new york",2007,"FLOOD",72,1,1,11941000,0
"north carolina",2007,"FLOOD",5,0,0,5000,0
"north dakota",2007,"FLOOD",35,0,0,1535000,3675000
"ohio",2007,"FLOOD",77,0,0,4261000,2000
"oklahoma",2007,"FLOOD",40,0,0,21485000,0
"oregon",2007,"FLOOD",16,1,0,75524000,0
"pennsylvania",2007,"FLOOD",60,0,0,1025000,0
"rhode island",2007,"FLOOD",7,0,0,105000,0
"south carolina",2007,"FLOOD",4,0,0,0,0
"south dakota",2007,"FLOOD",63,0,0,1450000,0
"texas",2007,"FLOOD",146,3,3,11942000,0
"utah",2007,"FLOOD",5,0,0,225000,0
"vermont",2007,"FLOOD",7,0,0,135000,0
"virginia",2007,"FLOOD",27,0,0,15000,0
"washington",2007,"FLOOD",9,2,0,60457000,0
"west virginia",2007,"FLOOD",42,1,0,2884000,0
"wisconsin",2007,"FLOOD",15,0,0,7925000,940000
"wyoming",2007,"FLOOD",7,0,0,58000,0
"alabama",2008,"FLOOD",7,0,0,5000,0
"arizona",2008,"FLOOD",7,0,0,777000,0
"arkansas",2008,"FLOOD",95,4,0,124631000,6385000
"california",2008,"FLOOD",6,0,0,16000,0
"colorado",2008,"FLOOD",15,0,0,346000,15000
"connecticut",2008,"FLOOD",30,0,0,112000,0
